"Season","League","Player","Team","Age","Position","Goal-Scoring","Attack","Possession","Defense","Physical","Goalkeeping","PosRank","Grade"
"2025/26","Campeonato de Portugal","Nuno Martelo","Louletano",22,"AM & W",54.94,63.47,72.48,53.5,69.62,0,9,"A"
"2025/26","Campeonato de Portugal","Kiano Mendonça","Ribeira Brava",22,"AM & W",57.56,50.59,48.03,50.27,54.59,0,81,"C"
"2025/26","Campeonato de Portugal","Pedro Peralta","Oliveira Hospital",22,"AM & W",30.81,37.58,52.8,35.08,39.62,0,135,"D"
"2025/26","Campeonato de Portugal","Gonçalo Santos","Vianense",22,"AM & W",62.1,68.2,27.58,77.44,69.49,0,27,"A"
"2025/26","Campeonato de Portugal","E. Mucuana","Oriental Lisboa",22,"AM & W",55.73,40.31,29.04,47.4,52.42,0,143,"D"
"2025/26","Campeonato de Portugal","R. Matias","Marinhense",22,"AM & W",13.61,19.43,56.56,69.9,28.92,0,114,"C"
"2025/26","Campeonato de Portugal","João Rianço","Mortágua ",22,"AM & W",17.12,27.84,40.19,42.41,52.04,0,149,"E"
"2025/26","Campeonato de Portugal","Mario Rodrigues","Lagoa",23,"AM & W",57.09,63.56,55.61,69.43,75.67,0,10,"A"
"2025/26","Campeonato de Portugal","Rafael Quirino","Oriental Lisboa",23,"AM & W",13.61,40.95,52.99,26.11,50,0,142,"D"
"2025/26","Campeonato de Portugal","Bernardo Mesquita","Leça",23,"AM & W",85.67,79.48,71.59,38.16,52.74,0,4,"S"
"2025/26","Campeonato de Portugal","V. Mambwe Ushindi Elonga","Chaves II",23,"AM & W",88.61,71.16,36.11,58.44,58.85,0,34,"B"
"2025/26","Campeonato de Portugal","Afonso Vagarinho","Benfica Castelo Branco",23,"AM & W",39.49,45.72,66.94,75.74,52.29,0,19,"A"
"2025/26","Campeonato de Portugal","Pedro Neto","AR São Martinho",23,"AM & W",24.04,18.06,69.87,66.83,31.34,0,95,"C"
"2025/26","Campeonato de Portugal","L. Santos","Vasco da Gama Vidigueira",23,"AM & W",22.13,46.22,46.37,35.77,54.97,0,127,"C"
"2025/26","Campeonato de Portugal","Vagarinho","Benfica Castelo Branco",23,"AM & W",50,49.14,67.83,78.56,51.53,0,7,"A"
"2025/26","Campeonato de Portugal","Rúben Marques","Cinfães",23,"AM & W",57.4,39.17,43.95,92.14,53.63,0,36,"B"
"2025/26","Campeonato de Portugal","Joel Mendes","Juventude Évora",23,"AM & W",36.07,51.32,33.06,39.65,69.81,0,131,"D"
"2025/26","Campeonato de Portugal","Yuran Monteiro","Comércio Indústria",23,"AM & W",42.12,67.42,24.39,54.09,70.25,0,76,"C"
"2025/26","Campeonato de Portugal","S. Guzmán","Leça",23,"AM & W",94.59,90.86,64.08,15.76,68.73,0,23,"A"
"2025/26","Campeonato de Portugal","André Novais","Monção",23,"AM & W",8.2,17.88,57.83,57.75,43.12,0,132,"D"
"2025/26","Campeonato de Portugal","Carlos Almeida","O Elvas",23,"AM & W",22.61,26.16,19.17,29.62,29.24,0,156,"F"
"2025/26","Campeonato de Portugal","H. Fonseca","Alpendorada",23,"AM & W",72.61,61.06,12.8,49.68,30.76,0,125,"C"
"2025/26","Campeonato de Portugal","Fernando Príncipe","Uniao Lamas",24,"AM & W",48.89,38.94,68.85,51.54,45.61,0,67,"B"
"2025/26","Campeonato de Portugal","Leandro Ferreira","Louletano",24,"AM & W",79.06,83.89,69.81,47.93,71.27,0,1,"S"
"2025/26","Campeonato de Portugal","João Sousa","Vila Real",24,"AM & W",50.16,29.44,44.14,78.5,36.43,0,92,"C"
"2025/26","Campeonato de Portugal","Fredwilson Mendonca","O Elvas",24,"AM & W",60.75,74.02,51.46,38.59,74.65,0,35,"B"
"2025/26","Campeonato de Portugal","Zé Thiago","Tirsense",24,"AM & W",81.37,82.94,27.26,34.93,63.44,0,66,"B"
"2025/26","Campeonato de Portugal","Tomás Palma","Louletano",24,"AM & W",66.56,41.13,57.52,50.05,35.61,0,91,"C"
"2025/26","Campeonato de Portugal","Jota Lopes","Vila Meã",24,"AM & W",72.13,72.61,58.98,38,53.89,0,28,"A"
"2025/26","Campeonato de Portugal","R. Baião","Peniche",24,"AM & W",67.36,47.86,53.38,43.47,26.56,0,96,"C"
"2025/26","Campeonato de Portugal","Weslei Ferreira","Oliveira Hospital",24,"AM & W",94.11,71.11,39.49,41.72,61.66,0,63,"B"
"2025/26","Campeonato de Portugal","Moisés Conceição","Cinfães",24,"AM & W",61.07,55.41,33.76,54.99,71.53,0,89,"C"
"2025/26","Campeonato de Portugal","D. Ferreira Pires","Bragança",24,"AM & W",92.6,66.11,27.45,50.11,45.41,0,82,"C"
"2025/26","Campeonato de Portugal","André Fontes","Brito",24,"AM & W",67.44,45.81,60.06,24.47,33.44,0,123,"C"
"2025/26","Campeonato de Portugal","Vitor Fati","Camacha",25,"AM & W",56.29,59.6,33.12,57.96,72.23,0,71,"C"
"2025/26","Campeonato de Portugal","Juninho","Celoricense",25,"AM & W",80.41,77.75,56.37,46.71,62.23,0,14,"A"
"2025/26","Campeonato de Portugal","Eduardo Barros","Os Limianos",25,"AM & W",70.38,67.02,48.09,46.87,52.99,0,45,"B"
"2025/26","Campeonato de Portugal","Telmo Silva","AR São Martinho",25,"AM & W",15.45,22.79,63.89,57.06,40.64,0,117,"C"
"2025/26","Campeonato de Portugal","Rashid","Rebordosa",25,"AM & W",35.43,54.91,24.84,43.47,41.15,0,130,"D"
"2025/26","Campeonato de Portugal","Diogo Motty","Moncarapachense",25,"AM & W",64.41,41.95,27.77,37.58,35.73,0,148,"D"
"2025/26","Campeonato de Portugal","Nuno Moreira","AR São Martinho",25,"AM & W",65.21,37.35,52.1,65.02,19.94,0,79,"C"
"2025/26","Campeonato de Portugal","Diogo Morais","Monção",25,"AM & W",74.68,77.07,25.03,37.69,62.23,0,83,"C"
"2025/26","Campeonato de Portugal","Nico","JD Lajense",25,"AM & W",59.47,51.27,58.85,51.11,40.96,0,54,"B"
"2025/26","Campeonato de Portugal","Jota Oliveira","Vila Meã",25,"AM & W",65.53,56.1,40.76,39.38,56.88,0,109,"C"
"2025/26","Campeonato de Portugal","D. Cabral","Portimonense II",25,"AM & W",27.95,38.49,28.15,31.05,44.14,0,154,"E"
"2025/26","Campeonato de Portugal","Mica Évora","Atlético Malveira",25,"AM & W",75.08,58.14,56.5,46.07,48.09,0,52,"B"
"2025/26","Campeonato de Portugal","P. Gaspar Ruivo","UD da Serra",26,"AM & W",51.27,32.26,47.32,48.57,18.41,0,134,"D"
"2025/26","Campeonato de Portugal","Zidane","Aparecida",26,"AM & W",64.81,59.78,23.12,27.23,42.36,0,144,"D"
"2025/26","Campeonato de Portugal","Nuno André","Naval 1º de Maio",26,"AM & W",75.96,59.42,50.19,29.62,44.39,0,101,"C"
"2025/26","Campeonato de Portugal","F. Estanga","Bragança",26,"AM & W",62.74,48.27,27.96,45.22,21.27,0,138,"D"
"2025/26","Campeonato de Portugal","Rafael","JD Lajense",26,"AM & W",21.74,51.09,58.98,32.96,45.99,0,100,"C"
"2025/26","Campeonato de Portugal","Jony","Alpendorada",26,"AM & W",35.99,38.26,73.69,31.42,21.15,0,107,"C"
"2025/26","Campeonato de Portugal","Nicolas Reis","Leça",26,"AM & W",86.78,80.07,69.04,41.51,54.9,0,3,"S"
"2025/26","Campeonato de Portugal","Zé Maria","Lagoa",26,"AM & W",7.32,44.9,59.75,60.03,80.32,0,53,"B"
"2025/26","Campeonato de Portugal","Tiago Varandas","Eléctrico",26,"AM & W",47.77,69.38,41.97,50.96,67.39,0,42,"B"
"2025/26","Campeonato de Portugal","Marcelo Vilela","Oliveira Hospital",26,"AM & W",56.29,65.47,83.76,32.43,53.82,0,20,"A"
"2025/26","Campeonato de Portugal","Tiago Rosário","Comércio Indústria",26,"AM & W",69.19,63.42,56.62,63.38,50.45,0,17,"A"
"2025/26","Campeonato de Portugal","Samuel Cazares","Aparecida",26,"AM & W",55.49,78.8,45.8,26.33,69.49,0,60,"B"
"2025/26","Campeonato de Portugal","Leo Costa","Cinfães",27,"AM & W",50.16,55.91,17.39,33.01,54.33,0,147,"D"
"2025/26","Campeonato de Portugal","João Pais","Mortágua ",27,"AM & W",59.79,65.42,65.8,71.34,63.76,0,2,"S"
"2025/26","Campeonato de Portugal","Joel Marques","Os Limianos",27,"AM & W",67.04,84.53,80.25,20.06,62.68,0,6,"A"
"2025/26","Campeonato de Portugal","Marcelo Marquês","Peniche",27,"AM & W",63.22,45.81,38.15,57.17,55.99,0,106,"C"
"2025/26","Campeonato de Portugal","Diogo Almeida","Rebordosa",27,"AM & W",53.5,42.08,46.88,58.44,46.94,0,93,"C"
"2025/26","Campeonato de Portugal","Ema Brito","Resende",27,"AM & W",45.06,55.28,54.52,81,70.76,0,11,"A"
"2025/26","Campeonato de Portugal","C. Bacalhau","Samora Correira",27,"AM & W",11.31,40.54,57.64,59.45,60.38,0,70,"C"
"2025/26","Campeonato de Portugal","A. Sousa","Machico",27,"AM & W",10.75,19.97,67.39,16.72,22.17,0,153,"E"
"2025/26","Campeonato de Portugal","Domingues","Lagoa",27,"AM & W",84.71,66.97,27.32,38.85,38.66,0,108,"C"
"2025/26","Campeonato de Portugal","Márcio Machado","Tirsense",27,"AM & W",74.52,68.38,55.67,61.94,62.1,0,12,"A"
"2025/26","Campeonato de Portugal","André Farinha","Juventude Évora",27,"AM & W",34.79,47.63,46.88,39.76,67.01,0,119,"C"
"2025/26","Campeonato de Portugal","Rúben Pereira","Resende",27,"AM & W",70.7,60.42,44.33,39.38,44.39,0,85,"C"
"2025/26","Campeonato de Portugal","Ivan Alves","UD da Serra",27,"AM & W",43.31,45,60.32,62.1,51.4,0,48,"B"
"2025/26","Campeonato de Portugal","Y. Agbaoye","Moncarapachense",27,"AM & W",52.07,47.86,58.28,65.29,42.99,0,38,"B"
"2025/26","Campeonato de Portugal","Sérgio Santos","Beira-Mar",27,"AM & W",27.15,48.91,65.54,47.45,50.38,0,56,"B"
"2025/26","Campeonato de Portugal","Pedro Marado","Resende",28,"AM & W",55.41,45.54,57.32,51.11,45.67,0,74,"C"
"2025/26","Campeonato de Portugal","Miguel Pereira","UD da Serra",28,"AM & W",76.19,57.51,61.78,51.38,52.1,0,33,"B"
"2025/26","Campeonato de Portugal","F. Sanchez","Celoricense",28,"AM & W",14.01,39.58,91.72,59.39,71.91,0,18,"A"
"2025/26","Campeonato de Portugal","Anderson","Florgrade",28,"AM & W",50.16,63.47,44.52,18.63,49.36,0,120,"C"
"2025/26","Campeonato de Portugal","H. Medarious","Monção",28,"AM & W",59.24,38.08,44.2,73.99,54.59,0,75,"C"
"2025/26","Campeonato de Portugal","Jonas","AR São Martinho",28,"AM & W",15.53,26.75,49.94,61.04,37.58,0,121,"C"
"2025/26","Campeonato de Portugal","D. Castillo","Atlético Malveira",28,"AM & W",86.15,57.28,38.54,51.86,44.39,0,80,"C"
"2025/26","Campeonato de Portugal","Pedro Prazeres","Salgueiros",28,"AM & W",32.56,51.41,78.73,52.39,43.89,0,24,"A"
"2025/26","Campeonato de Portugal","José Varela","Sintrense",28,"AM & W",40.37,55.23,36.24,46.82,64.01,0,104,"C"
"2025/26","Campeonato de Portugal","Sandro Martinho","FC Serpa",28,"AM & W",9.71,27.84,72.61,81.9,39.11,0,30,"B"
"2025/26","Campeonato de Portugal","André Sena","Mortágua ",28,"AM & W",46.82,41.77,69.49,44.53,44.78,0,73,"C"
"2025/26","Campeonato de Portugal","Nuno Silvano","Bragança",29,"AM & W",26.67,26.93,56.88,41.83,21.91,0,141,"D"
"2025/26","Campeonato de Portugal","Diogo Firmino","Vila Meã",29,"AM & W",51.04,36.4,74.39,48.57,42.68,0,68,"B"
"2025/26","Campeonato de Portugal","Joel Neves","Oriental Lisboa",29,"AM & W",25.24,24.57,72.8,76.06,43.95,0,49,"B"
"2025/26","Campeonato de Portugal","O. Silas","Moncarapachense",29,"AM & W",55.1,63.24,59.68,19.21,56.94,0,88,"C"
"2025/26","Campeonato de Portugal","Flavinho","Anadia",29,"AM & W",53.11,38.63,50,50.11,37.52,0,116,"C"
"2025/26","Campeonato de Portugal","Diogo Alves","Celoricense",29,"AM & W",78.18,56.14,57.9,44.9,44.52,0,58,"B"
"2025/26","Campeonato de Portugal","Rodrigo Vilela","Louletano",30,"AM & W",35.03,40.04,48.54,85.56,55.16,0,37,"B"
"2025/26","Campeonato de Portugal","Rafa","Vilaverdense",30,"AM & W",46.89,43.31,61.4,46.02,32.93,0,84,"C"
"2025/26","Campeonato de Portugal","Tommy Batista","Portimonense II",30,"AM & W",54.62,68.84,63.25,50.53,68.03,0,16,"A"
"2025/26","Campeonato de Portugal","Fábio Arcanjo","Oriental Lisboa",31,"AM & W",12.82,28.71,81.78,64.01,58.09,0,46,"B"
"2025/26","Campeonato de Portugal","Vieirinha","Camacha",31,"AM & W",43.15,52.82,36.94,45.54,62.99,0,113,"C"
"2025/26","Campeonato de Portugal","Filipe Oliveira","Marinhense",31,"AM & W",13.77,25.52,65.29,87.79,63.69,0,39,"B"
"2025/26","Campeonato de Portugal","Ismael Pinto","Alpendorada",32,"AM & W",85.03,79.8,37.96,45.81,63.69,0,32,"B"
"2025/26","Campeonato de Portugal","André Salvador","Vianense",32,"AM & W",65.68,79.62,47.39,37.58,59.81,0,31,"B"
"2025/26","Campeonato de Portugal","Miguel Baptista","Peniche",32,"AM & W",54.46,49.04,67.07,73.89,40.83,0,15,"A"
"2025/26","Campeonato de Portugal","Edgar Abreu","Camacha",32,"AM & W",39.73,28.62,57.96,67.46,37.96,0,87,"C"
"2025/26","Campeonato de Portugal","Pipo","Rebordosa",33,"AM & W",63.61,51.32,86.94,55.25,36.31,0,8,"A"
"2025/26","Campeonato de Portugal","Lewis Enoh","O Elvas",33,"AM & W",31.21,47.32,46.37,36.94,58.79,0,122,"C"
"2025/26","Campeonato de Portugal","Joca","Alcochetense",33,"AM & W",91.88,80.94,58.73,18.05,47.52,0,43,"B"
"2025/26","Campeonato de Portugal","Leandro Borges","Uniao Lamas",33,"AM & W",45.7,59.69,47.71,33.6,50,0,94,"C"
"2025/26","Campeonato de Portugal","Mamadu Camará","Brito",34,"AM & W",43.55,64.7,62.93,49.26,79.62,0,25,"A"
"2025/26","Campeonato de Portugal","André Azevedo","Vila Real",35,"AM & W",52.23,51.5,37.96,79.46,61.91,0,40,"B"
"2025/26","Campeonato de Portugal","Vítor Bruno","Anadia",36,"AM & W",25.8,49.18,63.5,31.05,58.47,0,99,"C"
"2025/26","Campeonato de Portugal","Miguelito","Vila Real",36,"AM & W",25.72,24.48,55.8,50.64,37.01,0,133,"D"
"2025/26","Campeonato de Portugal","V. Ramos Gonçalves","Anadia",36,"AM & W",31.37,52.14,60.76,20.97,50.83,0,118,"C"
"2025/26","Campeonato de Portugal","Hugo Seco","Marialvas",37,"AM & W",67.99,68.56,55.61,29.72,59.49,0,61,"B"
"2025/26","Campeonato de Portugal","Diogo Valente","Salgueiros",41,"AM & W",61.31,55.64,42.61,21.02,34.97,0,136,"D"
"2025/26","Campeonato de Portugal","R. Lopes's","Vitória de Sernache",23,"CF",71.21,84.84,64.43,73.84,67.21,0,1,"S"
"2025/26","Campeonato de Portugal","André Dias","Vitória de Sernache",24,"CF",40.98,72.54,76.31,37.98,80.16,0,8,"A"
"2025/26","Campeonato de Portugal","Henrique Cavalcante","Vitória de Sernache",27,"CF",65.06,64.99,41.89,58.54,66.64,0,30,"B"
"2025/26","Campeonato de Portugal","Nuno Pedras","Vilaverdense",25,"CF",54.3,60.6,66.15,32.38,65.57,0,45,"C"
"2025/26","Campeonato de Portugal","Chiquinho","Vila Real",25,"CF",28.79,57.14,60.49,48.36,72.95,0,41,"B"
"2025/26","Campeonato de Portugal","Kenedy Có","Vila Real",27,"CF",31.66,49.88,66.56,60.38,50.9,0,35,"B"
"2025/26","Campeonato de Portugal","Joel Oliveira","Vila Meã",22,"CF",58.71,38.99,45.33,61,33.28,0,78,"C"
"2025/26","Campeonato de Portugal","D. Djoussé","Vila Meã",35,"CF",86.48,65.57,30.82,52.32,70.41,0,53,"C"
"2025/26","Campeonato de Portugal","Tiago Moninhas","Vianense",22,"CF",65.06,79.63,66.48,47.95,67.62,0,4,"A"
"2025/26","Campeonato de Portugal","Joel Silva","Vianense",35,"CF",85.14,49,46.64,37.57,27.95,0,80,"C"
"2025/26","Campeonato de Portugal","Allysson Junior","Vasco da Gama Vidigueira",21,"CF",21.11,47.48,55,34.22,61.23,0,79,"C"
"2025/26","Campeonato de Portugal","Emmanuel Eze","Vasco da Gama Vidigueira",28,"CF",62.91,36.53,45.08,55.26,43.11,0,86,"D"
"2025/26","Campeonato de Portugal","Gonçalo Monteiro","Uniao Lamas",25,"CF",56.25,45.43,24.59,39.89,33.85,0,103,"D"
"2025/26","Campeonato de Portugal","Ivo Nabais","UD da Serra",24,"CF",78.79,59.89,16.15,36.34,63.85,0,89,"D"
"2025/26","Campeonato de Portugal","D. Gameiro","UD da Serra",27,"CF",18.55,38.7,51.97,56.63,45.98,0,76,"C"
"2025/26","Campeonato de Portugal","Dany Marques","UD da Serra",35,"CF",50.61,63.58,57.05,67.96,70.9,0,14,"B"
"2025/26","Campeonato de Portugal","Francisco Silva","Tirsense",22,"CF",85.86,56.97,39.02,52.32,32.3,0,61,"C"
"2025/26","Campeonato de Portugal","Henrique Henriques","Sintrense",26,"CF",68.24,52.81,60.98,80.6,52.62,0,17,"B"
"2025/26","Campeonato de Portugal","Valdu Té","Sintrense",28,"CF",66.8,45.96,35.66,65.78,34.59,0,69,"C"
"2025/26","Campeonato de Portugal","Luizinho","Sintrense",30,"CF",42.11,36.59,40.25,42.96,34.84,0,102,"D"
"2025/26","Campeonato de Portugal","Rachide","Samora Correira",24,"CF",21.41,53.1,57.62,49.73,72.13,0,54,"C"
"2025/26","Campeonato de Portugal","Didi","Samora Correira",28,"CF",53.28,50.41,58.36,70.77,60.57,0,31,"B"
"2025/26","Campeonato de Portugal","G. Desembargador","Salgueiros",21,"CF",69.26,83.61,30.9,87.64,82.7,0,2,"A"
"2025/26","Campeonato de Portugal","Gustavo Coutinho","Salgueiros",23,"CF",60.96,64.87,43.52,15.78,37.46,0,73,"C"
"2025/26","Campeonato de Portugal","Guilherme Augusto","Salgueiros",24,"CF",27.36,18.62,53.11,39.48,19.59,0,116,"E"
"2025/26","Campeonato de Portugal","J. Ferreira","Ribeira Brava",27,"CF",35.04,25.53,32.05,32.65,23.03,0,117,"E"
"2025/26","Campeonato de Portugal","Rudy Monteiro","Ribeira Brava",29,"CF",40.78,55.44,80.74,87.3,83.85,0,3,"A"
"2025/26","Campeonato de Portugal","Kenny Nascimento","Ribeira Brava",30,"CF",9.53,24.65,64.75,70.77,49.67,0,77,"C"
"2025/26","Campeonato de Portugal","G. Paixao","Resende",24,"CF",49.28,56.67,43.85,44.54,53.52,0,63,"C"
"2025/26","Campeonato de Portugal","José Mota","Resende",26,"CF",32.48,58.49,59.51,46.72,57.05,0,40,"B"
"2025/26","Campeonato de Portugal","Dinis Djadjó","Rebordosa",23,"CF",90.98,69.26,25.82,57.31,48.28,0,43,"C"
"2025/26","Campeonato de Portugal","Chico Sousa","Rebordosa",29,"CF",41.8,51.29,78.36,71.58,69.02,0,12,"B"
"2025/26","Campeonato de Portugal","Totas","Rebordosa",30,"CF",82.38,50.35,66.64,61.68,25.16,0,33,"B"
"2025/26","Campeonato de Portugal","Luís Gonçalves","Rebordosa",33,"CF",37.6,48.89,54.92,77.87,54.43,0,28,"B"
"2025/26","Campeonato de Portugal","E. Ndow","Portimonense II",22,"CF",26.64,31.62,30.25,77.87,45.41,0,91,"D"
"2025/26","Campeonato de Portugal","Fábio Nunes","Portimonense II",33,"CF",33.61,49,72.87,38.93,55.9,0,57,"C"
"2025/26","Campeonato de Portugal","A.fabio Nunes","Portimonense II",33,"CF",43.95,54.57,73.28,42.62,56.15,0,37,"B"
"2025/26","Campeonato de Portugal","D. Lamas","Peniche",35,"CF",42.93,38.7,27.87,65.64,43.36,0,92,"D"
"2025/26","Campeonato de Portugal","Miguel Silva","Os Limianos",23,"CF",35.45,33.55,40.33,27.53,34.18,0,114,"E"
"2025/26","Campeonato de Portugal","Joe Pedro","Os Limianos",33,"CF",58.09,31.21,37.95,70.42,44.18,0,93,"D"
"2025/26","Campeonato de Portugal","Pedro Rocha","Oriental Lisboa",22,"CF",48.46,38,49.34,40.64,26.31,0,97,"D"
"2025/26","Campeonato de Portugal","Nuno Machado","Oriental Lisboa",25,"CF",70.9,70.55,57.05,69.6,63.11,0,6,"A"
"2025/26","Campeonato de Portugal","O. Okenwa","Oliveira Hospital",26,"CF",80.02,52.46,27.79,22.61,37.79,0,104,"D"
"2025/26","Campeonato de Portugal","Janickson Da Silva","O Elvas",21,"CF",28.18,28.22,71.56,43.72,32.38,0,90,"D"
"2025/26","Campeonato de Portugal","Diogo Grácio","O Elvas",26,"CF",57.89,44.5,42.62,58.54,38.11,0,72,"C"
"2025/26","Campeonato de Portugal","Gonçalo Cabral","O Elvas",26,"CF",33.91,51.76,67.62,38.25,47.54,0,58,"C"
"2025/26","Campeonato de Portugal","Javi Bernal","O Elvas",26,"CF",89.45,60.36,53.11,53.14,47.05,0,34,"B"
"2025/26","Campeonato de Portugal","Pedro Costa","Naval 1º de Maio",23,"CF",82.07,67.92,53.61,43.37,40.9,0,26,"B"
"2025/26","Campeonato de Portugal","Tiago Lopes","Naval 1º de Maio",24,"CF",63.73,47.72,75,71.31,48.85,0,20,"B"
"2025/26","Campeonato de Portugal","Paulo Bessa","Naval 1º de Maio",26,"CF",43.75,32.26,37.38,37.5,53.36,0,112,"E"
"2025/26","Campeonato de Portugal","I. Afonso","Mortágua ",22,"CF",38.11,58.55,60.98,32.31,54.18,0,56,"C"
"2025/26","Campeonato de Portugal","S. Camará","Mortágua ",33,"CF",59.43,46.19,25.82,61.2,50.41,0,82,"C"
"2025/26","Campeonato de Portugal","Lucão","Moncarapachense",25,"CF",42.42,26.58,32.95,62.36,41.8,0,108,"D"
"2025/26","Campeonato de Portugal","Adílio Varela","Moncarapachense",29,"CF",19.67,56.85,65.41,42.76,56.31,0,42,"B"
"2025/26","Campeonato de Portugal","Eduardo Ribeiro","Monção",25,"CF",24.39,50.06,33.85,31.35,54.67,0,98,"D"
"2025/26","Campeonato de Portugal","Diogo Baptista","Monção",30,"CF",42.32,22.19,37.13,66.26,35.9,0,109,"D"
"2025/26","Campeonato de Portugal","N. Campos Gonçalves","Mirandela",21,"CF",54.82,58.37,55.9,42.21,57.79,0,52,"C"
"2025/26","Campeonato de Portugal","H. Lomba","Mirandela",23,"CF",28.18,24.82,35.16,66.87,34.59,0,107,"D"
"2025/26","Campeonato de Portugal","Arter Undonque","Marinhense",25,"CF",80.84,77.58,56.31,38.52,63.2,0,16,"B"
"2025/26","Campeonato de Portugal","João Vieira","Marinhense",34,"CF",34.53,49.65,65.66,52.32,49.34,0,49,"C"
"2025/26","Campeonato de Portugal","R. Gouveia Freitas","Machico",20,"CF",16.5,48.36,76.48,57.24,56.56,0,29,"B"
"2025/26","Campeonato de Portugal","Ouvido Lourenço","Machico",28,"CF",79.1,51.41,39.1,59.77,49.34,0,64,"C"
"2025/26","Campeonato de Portugal","G. Pereira Santos","Lusitânia",21,"CF",22.03,33.26,56.39,52.05,53.2,0,84,"D"
"2025/26","Campeonato de Portugal","J. Victor","Lusitânia",26,"CF",32.48,18.5,53.85,82.31,37.21,0,87,"D"
"2025/26","Campeonato de Portugal","O. James","Louletano",26,"CF",43.03,46.66,32.21,33.67,35.82,0,101,"D"
"2025/26","Campeonato de Portugal","David","Leça",22,"CF",97.64,91.33,34.1,26.3,54.59,0,19,"B"
"2025/26","Campeonato de Portugal","N. Dos Santos","Leça",24,"CF",64.55,69.79,64.34,62.43,52.46,0,7,"A"
"2025/26","Campeonato de Portugal","Fábio Fortes","Leça",33,"CF",56.76,43.15,54.18,60.11,43.69,0,65,"C"
"2025/26","Campeonato de Portugal","Victor Nicolatti","Lagoa",26,"CF",83.3,38.7,29.18,66.05,24.26,0,88,"D"
"2025/26","Campeonato de Portugal","Pedro Duarte","Lagoa",27,"CF",40.68,45.37,50.57,51.5,59.1,0,70,"C"
"2025/26","Campeonato de Portugal","Jorge Teixeira","Lagoa",30,"CF",40.88,27.63,48.36,65.03,34.43,0,94,"D"
